No.,Lab No.,เลขที่รับ,Report No.,Received Date,Analysis Date,Report Date,Sample Code,Sample Name,Supplier,"Production Date
 / Lot",หน่วยงาน,Cost Center,"Sample 
Condition",Result,,,,,,หมายเหตุ,,
,,,,,,,,,,,,,,"Organo
phosphate",Carbamate,"Organo
chlorine",Pyrethroid,"Chloram
phenicol",Nitrofuran,,,
1097,C.305/03,C.260326/02,260326/14,25/3/2026,26/3/2026,26-มี.ค.-26,71000297,มะเขือเทศราชินี,ฟาร์มเฟรช,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1098,C.306/03,C.260326/02,260326/15,25/3/2026,26/3/2026,26-มี.ค.-26,71000374,เรดแรดิช,ฟาร์มเฟรช,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1099,C.307/03,C.260326/03,260326/16,26/3/2026,26/3/2026,26-มี.ค.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1100,C.308/03,C.260326/03,260326/17,26/3/2026,26/3/2026,26-มี.ค.-26,71000253,ต้นหอม,ทวีทรัพย์,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1101,C.309/03,C.260326/03,260326/18,26/3/2026,26/3/2026,26-มี.ค.-26,71000025,มันฝรั่ง,SPK,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1102,C.310/03,C.260328/01,260328/01,26/3/2026,28/3/2026,28-มี.ค.-26,71000235,กะหล่ำปลีส่งออก,ฟาร์มสำเร็จ,ร.260326,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1103,C.311/03,C.260328/01,260328/02,26/3/2026,28/3/2026,28-มี.ค.-26,71000350,มะเขือม่วงก้านดำ,สองมือพัฒนา,ร.260326,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1104,C.312/03,C.260328/01,260328/03,26/3/2026,28/3/2026,28-มี.ค.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260326,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1105,C.313/03,C.260328/01,260328/04,26/3/2026,28/3/2026,28-มี.ค.-26,71000253,ต้นหอม,ทวีทรัพย์,ร.260326,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1106,C.314/03,C.260328/02,260328/05,27/3/2026,28/3/2026,28-มี.ค.-26,71000350,มะเขือม่วงก้านดำ,PDS,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1107,C.315/03,C.260328/02,260328/06,27/3/2026,28/3/2026,28-มี.ค.-26,71000241,กระเทียมบดแช่แข็ง,สยามฮาร์เวสท์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1108,C.316/03,C.260328/03,260328/07,28/3/2026,28/3/2026,28-มี.ค.-26,71000021,มะนาว,โกลด์สตาร์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1109,C.317/03,C.260328/03,260328/08,28/3/2026,28/3/2026,28-มี.ค.-26,71000051,ข่าแก่,โกลด์สตาร์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1110,C.318/03,C.260328/03,260328/09,28/3/2026,28/3/2026,28-มี.ค.-26,71004008,ต้นหอม,โกลด์สตาร์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1111,C.319/03,C.260328/03,260328/10,28/3/2026,28/3/2026,28-มี.ค.-26,71000004,ใบเตยสด,โกลด์สตาร์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1112,C.320/03,C.260328/03,260328/11,28/3/2026,28/3/2026,28-มี.ค.-26,71000277,สลัดคอส,เนาวรัตน์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1113,C.321/03,C.260328/03,260328/12,28/3/2026,28/3/2026,28-มี.ค.-26,71000290,กรีนโอ๊ค,เนาวรัตน์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1114,C.322/03,C.260328/03,260328/13,28/3/2026,28/3/2026,28-มี.ค.-26,71000296,ฟิลเลย์,เนาวรัตน์,ร.260327,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1115,C.001/04,C.260404/01,260404/01,28/3/2026,4/4/2026,4-เม.ย.-26,71000350,มะเขือม่วงก้านดำ,PDS,ร.260328,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1116,C.002/04,C.260404/01,260404/02,28/3/2026,4/4/2026,4-เม.ย.-26,71000235,กะหล่ำปลีส่งออก,ฟาร์มสำเร็จ,ร.260328,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1117,C.003/04,C.260404/01,260404/03,28/3/2026,4/4/2026,4-เม.ย.-26,71000277,สลัดคอส,XXL,ร.260328,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1118,C.004/04,C.260404/01,260404/04,28/3/2026,4/4/2026,4-เม.ย.-26,71000290,กรีนโอ๊ค,XXL,ร.260328,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1119,C.005/04,C.260404/01,260404/05,28/3/2026,4/4/2026,4-เม.ย.-26,71000276,ผักกาดแก้ว,XXL,ร.260328,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1120,C.006/04,C.260404/02,260404/06,30/3/2026,4/4/2026,4-เม.ย.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260329,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1121,C.007/04,C.260404/02,260404/07,30/3/2026,4/4/2026,4-เม.ย.-26,71000350,มะเขือม่วงก้านดำ,สองมือพัฒนา,ร.260329,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1122,C.008/04,C.260404/02,260404/08,30/3/2026,4/4/2026,4-เม.ย.-26,71000236,หอมใหญ่ตัดแต่ง,PDS,ร.260329,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1123,C.009/04,C.260404/02,260404/09,30/3/2026,4/4/2026,4-เม.ย.-26,71000238,แครอทไทยปอกเปลือก,PDS,ร.260329,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1124,C.010/04,C.260404/03,260404/10,2/4/2026,4/4/2026,4-เม.ย.-26,71000399,เห็ดหูหนู,ไทยอินเตอร์,ร.260402,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1125,C.011/04,C.260404/03,260404/11,2/4/2026,4/4/2026,4-เม.ย.-26,71000408,หอมใหญ่ส่งออก,ไทยอินเตอร์,ร.260402,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1126,C.012/04,C.260404/03,260404/12,2/4/2026,4/4/2026,4-เม.ย.-26,71000323,กะหล่ำปลี,ไทยอินเตอร์,ร.260402,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1127,C.013/04,C.260404/03,260404/13,2/4/2026,4/4/2026,4-เม.ย.-26,71000324,แครอทตัดแต่งปอกเปลือก,ไทยอินเตอร์,ร.260402,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1128,C.014/04,C.260404/04,260404/14,3/4/2026,4/4/2026,4-เม.ย.-26,71017012,มันแกว,DK กรีนลีฟ,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1129,C.015/04,C.260404/04,260404/15,3/4/2026,4/4/2026,4-เม.ย.-26,71000021,มะนาว,คิงส์วิช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1130,C.016/04,C.260404/04,260404/16,3/4/2026,4/4/2026,4-เม.ย.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1131,C.017/04,C.260404/04,260404/17,3/4/2026,4/4/2026,4-เม.ย.-26,71006013,ขิงสด,สิงหราช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1132,C.018/04,C.260404/04,260404/18,3/4/2026,4/4/2026,4-เม.ย.-26,71008009,พริกชี้ฟ้าแดง,สิงหราช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1133,C.019/04,C.260404/04,260404/19,3/4/2026,4/4/2026,4-เม.ย.-26,71030009,พริกชี้ฟ้าแดงผ่า,สิงหราช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1134,C.020/04,C.260404/04,260404/20,3/4/2026,4/4/2026,4-เม.ย.-26,71001015,รากผักชี,สิงหราช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1135,C.021/04,C.260404/04,260404/21,3/4/2026,4/4/2026,4-เม.ย.-26,71000003,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1136,C.022/04,C.260404/04,260404/22,3/4/2026,4/4/2026,4-เม.ย.-26,71000060,ถั่วฝักยาว,ฟาร์มสำเร็จ,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1137,C.023/04,C.260404/04,260404/23,3/4/2026,4/4/2026,4-เม.ย.-26,71000063,เห็ดหูหนู,ฟาร์มสำเร็จ,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1138,C.024/04,C.260404/04,260404/24,3/4/2026,4/4/2026,4-เม.ย.-26,71000235,กะหล่ำปลีส่งออก,ฟาร์มสำเร็จ,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1139,C.025/04,C.260404/04,260404/25,3/4/2026,4/4/2026,4-เม.ย.-26,71000297,มะเขือเทศราชินี,ผักพอเพียง,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1140,C.026/04,C.260404/05,260404/26,3/4/2026,4/4/2026,4-เม.ย.-26,71000374,เรดแรดิช,ผักพอเพียง,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1141,C.027/04,C.260404/05,260404/27,3/4/2026,4/4/2026,4-เม.ย.-26,71000295,ใบกะเพราป่า,รุ่งไพลิน,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1142,C.028/04,C.260404/05,260404/28,3/4/2026,4/4/2026,4-เม.ย.-26,71000295,ใบกะเพราป่า,กนกธร,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1143,C.029/04,C.260404/05,260404/29,3/4/2026,4/4/2026,4-เม.ย.-26,71000295,ใบกะเพราป่า,สมคิด,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1144,C.030/04,C.260404/05,260404/30,3/4/2026,4/4/2026,4-เม.ย.-26,71000295,ใบกะเพราป่า,อาคม,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1145,C.031/04,C.260404/05,260404/31,3/4/2026,4/4/2026,4-เม.ย.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1146,C.032/04,C.260404/05,260404/32,3/4/2026,4/4/2026,4-เม.ย.-26,71000253,ต้นหอม,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1147,C.033/04,C.260404/05,260404/33,3/4/2026,4/4/2026,4-เม.ย.-26,71001015,รากผักชี,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1148,C.034/04,C.260404/05,260404/34,3/4/2026,4/4/2026,4-เม.ย.-26,71004008,ต้นหอม,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1149,C.035/04,C.260404/05,260404/35,3/4/2026,4/4/2026,4-เม.ย.-26,71010015,ใบผักชี,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1150,C.036/04,C.260406/01,260406/01,6/4/2026,6/4/2026,6-เม.ย.-26,71000277,สลัดคอส,เนาวรัตน์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1151,C.037/04,C.260406/01,260406/02,6/4/2026,6/4/2026,6-เม.ย.-26,71000290,กรีนโอ๊ค,เนาวรัตน์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1152,C.038/04,C.260406/01,260406/03,6/4/2026,6/4/2026,6-เม.ย.-26,71000296,ฟิลเลย์,เนาวรัตน์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1153,C.039/04,C.260406/01,260406/04,6/4/2026,6/4/2026,6-เม.ย.-26,71001029,โหระพาเด็ดก้าน,CP เฟรช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1154,C.040/04,C.260406/01,260406/05,6/4/2026,6/4/2026,6-เม.ย.-26,71000363,ใบแมงลัก,CP เฟรช,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1155,C.041/04,C.260406/01,260406/06,6/4/2026,6/4/2026,6-เม.ย.-26,71000277,สลัดคอส,สวนให้ความรัก,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1156,C.042/04,C.260406/01,260406/07,6/4/2026,6/4/2026,6-เม.ย.-26,71000290,กรีนโอ๊ค,สวนให้ความรัก,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1157,C.043/04,C.260406/01,260406/08,6/4/2026,6/4/2026,6-เม.ย.-26,71000296,ฟิลเลย์,สวนให้ความรัก,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1158,C.044/04,C.260406/01,260406/09,6/4/2026,6/4/2026,6-เม.ย.-26,71000037,พริกขี้หนูเขียว,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1159,C.045/04,C.260406/01,260406/10,6/4/2026,6/4/2026,6-เม.ย.-26,71012017,ผักชีฝรั่ง,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1160,C.046/04,C.260406/01,260406/11,6/4/2026,6/4/2026,6-เม.ย.-26,71008009,พริกชี้ฟ้าแดง,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1161,C.047/04,C.260406/01,260406/12,6/4/2026,6/4/2026,6-เม.ย.-26,71000063,เห็ดหูหนู,ทวีทรัพย์,ร.260403,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1162,C.048/04,C.260406/02,260406/13,6/4/2026,6/4/2026,6-เม.ย.-26,71000399,เห็ดหูหนู,ไทยอินเตอร์,ร.260404,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1163,C.049/04,C.260406/02,260406/14,6/4/2026,6/4/2026,6-เม.ย.-26,71000163,เห็ดออรินจิ,ฟาร์มเห็ด,ร.260404,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1164,C.050/04,C.260406/02,260406/15,6/4/2026,6/4/2026,6-เม.ย.-26,71000225,เห็ดชิเมจิดำ,ฟาร์มเห็ด,ร.260404,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1165,C.051/04,C.260406/03,260406/16,6/4/2026,6/4/2026,6-เม.ย.-26,71000186,ชะอม,สองมือพัฒนา,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1166,C.052/04,C.260406/03,260406/17,6/4/2026,6/4/2026,6-เม.ย.-26,71000350,มะเขือม่วงก้านดำ,สองมือพัฒนา,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1167,C.053/04,C.260406/03,260406/18,6/4/2026,6/4/2026,6-เม.ย.-26,71000370,มะละกอดิบ,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1168,C.054/04,C.260406/03,260406/19,6/4/2026,6/4/2026,6-เม.ย.-26,71000276,ผักกาดแก้ว,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1169,C.055/04,C.260406/03,260406/20,6/4/2026,6/4/2026,6-เม.ย.-26,71000297,มะเขือเทศราชินี,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1170,C.056/04,C.260406/03,260406/21,6/4/2026,6/4/2026,6-เม.ย.-26,71000289,กวางตุ้งไต้หวัน,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1171,C.057/04,C.260406/03,260406/22,6/4/2026,6/4/2026,6-เม.ย.-26,71000378,ผักกาดหอมจีน,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1172,C.058/04,C.260406/03,260406/23,6/4/2026,6/4/2026,6-เม.ย.-26,71001057,ฟักทองปอกเปลือก,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1173,C.059/04,C.260406/03,260406/24,6/4/2026,6/4/2026,6-เม.ย.-26,71000030,มะเขือเปราะ,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1174,C.060/04,C.260406/03,260406/25,6/4/2026,6/4/2026,6-เม.ย.-26,71000363,ใบแมงลัก,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1175,C.061/04,C.260406/03,260406/26,6/4/2026,6/4/2026,6-เม.ย.-26,71000188,พริกขี้หนูสวน,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1176,C.062/04,C.260406/03,260406/27,6/4/2026,6/4/2026,6-เม.ย.-26,71000021,มะนาว,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1177,C.063/04,C.260406/04,260406/28,6/4/2026,6/4/2026,6-เม.ย.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1178,C.064/04,C.260406/04,260406/29,6/4/2026,6/4/2026,6-เม.ย.-26,71000053,คะน้า,คิงส์วิช,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1179,C.065/04,C.260406/04,260406/30,6/4/2026,6/4/2026,6-เม.ย.-26,71000277,สลัดคอส,XXL,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1180,C.066/04,C.260406/04,260406/31,6/4/2026,6/4/2026,6-เม.ย.-26,71000290,กรีนโอ๊ค,XXL,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1181,C.067/04,C.260406/04,260406/32,6/4/2026,6/4/2026,6-เม.ย.-26,71000296,ฟิลเลย์,XXL,ร.260405,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
